model,ens,exp,postprocess,table,varn,period,mean
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.92
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.05
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.86
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.20
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.69
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2061-2070,4.61
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.87
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.09
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.99
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.47
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.43
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,4.03
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.92
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.19
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.69
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.19
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.27
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.63
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.85
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.73
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.34
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,3.37
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2061-2070,2.38
ACCESS1-0,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.75
ACCESS1-3,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.80
BNU-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.62
CCSM4,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.91
CESM1-BGC,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.76
CESM1-CAM5,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.91
CMCC-CESM,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.48
CMCC-CMS,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.92
CMCC-CM,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.82
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.42
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.58
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.46
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.65
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.07
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2071-2080,5.25
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.37
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.39
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.37
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.80
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.67
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.63
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.59
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.59
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.20
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.68
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.74
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.97
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.29
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.12
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.59
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.68
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.79
ACCESS1-0,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.30
ACCESS1-3,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.17
BNU-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.21
CCSM4,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.41
CESM1-BGC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.24
CESM1-CAM5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.44
CMCC-CESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.96
CMCC-CMS,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.54
CMCC-CM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.45
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.89
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.20
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.08
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.16
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.41
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.83
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.01
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.68
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.66
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.08
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.00
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.23
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.98
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.02
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.64
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.27
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.09
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.43
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.71
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.53
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.05
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.10
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.04
ACCESS1-0,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.96
ACCESS1-3,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.68
BNU-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.64
CCSM4,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.82
CESM1-BGC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.68
CESM1-CAM5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.89
CMCC-CESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.47
CMCC-CMS,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.09
CMCC-CM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.12
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.41
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.89
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.57
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.65
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.91
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2091-2100,6.62
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.62
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.00
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.91
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.33
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.27
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.87
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.56
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.53
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.03
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.74
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.70
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.92
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.14
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.00
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.53
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.59
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.40
