FID_ROMS_r,eta_rho,xi_rho,lat_DD,lon_DD,FID_polygo,AREA,PERIMETER,EBS_BLOCKS,EBS_BLOC_1,EBSGRID_AL,EBSGRID__1,STATION_GR,STATION__1,STATION_ID
9032,50.000000,115.000000,57.749008,-160.619725,473,1352100000.00000000000,147594.00000000000,473,415,416,480,425,408,I-12
20287,112.000000,86.000000,57.749672,-173.797631,356,1342330000.00000000000,147574.00000000000,356,436,437,451,404,387,
17926,99.000000,91.000000,57.749850,-171.119371,389,1116880000.00000000000,136804.00000000000,389,431,432,456,409,392,I-22
15384,85.000000,97.000000,57.750107,-168.190482,418,1194320000.00000000000,140278.00000000000,418,427,428,468,413,396,I-18
8125,45.000000,118.000000,57.753034,-159.498544,479,1319580000.00000000000,145564.00000000000,479,413,414,482,427,410,I-14
10665,59.000000,110.000000,57.755087,-162.599483,463,1398080000.00000000000,149886.00000000000,463,418,419,477,422,405,I-09
20832,115.000000,85.000000,57.757203,-174.405560,349,1323730000.00000000000,146595.00000000000,349,437,438,450,403,386,
16655,92.000000,94.000000,57.757668,-169.654931,406,823053000.00000000000,126807.00000000000,406,429,430,462,411,394,I-20
15021,83.000000,98.000000,57.758445,-167.760771,424,1437810000.00000000000,151680.00000000000,424,426,427,469,414,397,I-01
21377,118.000000,84.000000,57.762084,-175.013679,342,1379970000.00000000000,149416.00000000000,342,438,439,449,402,564,
11028,61.000000,109.000000,57.762660,-163.029293,463,1398080000.00000000000,149886.00000000000,463,418,419,477,422,405,I-09
9395,52.000000,114.000000,57.762679,-161.048973,473,1352100000.00000000000,147594.00000000000,473,415,416,480,425,408,I-12
19379,107.000000,88.000000,57.763206,-172.762313,367,1384420000.00000000000,148950.00000000000,367,434,435,453,406,389,I-25
14658,81.000000,99.000000,57.765458,-167.330894,430,1360080000.00000000000,147639.00000000000,430,425,426,470,415,398,I-02
17563,97.000000,92.000000,57.767205,-170.690562,385,528265000.00000000000,81579.90000000000,385,410,411,0,0,0,JI2221
7581,42.000000,120.000000,57.768612,-158.805697,481,1414540000.00000000000,150630.00000000000,481,412,413,483,428,411,I-15
11391,63.000000,108.000000,57.768907,-163.459254,460,1290860000.00000000000,143443.00000000000,460,419,420,476,421,404,I-08
18471,102.000000,90.000000,57.769052,-171.726490,381,1337650000.00000000000,146671.00000000000,381,432,433,455,408,391,I-23
8488,47.000000,117.000000,57.770155,-159.927419,476,1381970000.00000000000,148837.00000000000,476,414,415,481,426,409,I-13
16292,90.000000,95.000000,57.770517,-169.225505,400,528258000.00000000000,81579.40000000000,400,408,409,0,0,0,JI2019
14295,79.000000,100.000000,57.771147,-166.900879,430,1360080000.00000000000,147639.00000000000,430,425,426,470,415,398,I-02
11754,65.000000,107.000000,57.773829,-163.889335,456,1365640000.00000000000,148122.00000000000,456,420,421,475,420,403,I-07
9758,54.000000,113.000000,57.775028,-161.478503,470,1410550000.00000000000,149970.00000000000,470,416,417,479,424,407,I-11
19924,110.000000,87.000000,57.775250,-173.370228,361,1376980000.00000000000,149104.00000000000,361,435,436,452,405,388,I-26
13932,77.000000,101.000000,57.775509,-166.470755,436,1387120000.00000000000,149159.00000000000,436,421,422,471,416,399,I-03
12117,67.000000,106.000000,57.777426,-164.319508,451,1354330000.00000000000,146861.00000000000,451,424,425,474,419,402,I-06
13569,75.000000,102.000000,57.778545,-166.040551,440,1380720000.00000000000,148510.00000000000,440,422,423,472,417,400,I-04
12480,69.000000,105.000000,57.779695,-164.749746,451,1354330000.00000000000,146861.00000000000,451,424,425,474,419,402,I-06
13206,73.000000,103.000000,57.780255,-165.610296,440,1380720000.00000000000,148510.00000000000,440,422,423,472,417,400,I-04
12843,71.000000,104.000000,57.780639,-165.180018,445,1385970000.00000000000,148989.00000000000,445,423,424,473,418,401,I-05
7037,39.000000,122.000000,57.780746,-158.112366,483,1401940000.00000000000,150165.00000000000,483,411,412,484,429,412,I-16
15929,88.000000,96.000000,57.782043,-168.795814,407,528246000.00000000000,81578.40000000000,407,407,408,0,0,0,JI1918
17200,95.000000,93.000000,57.783241,-170.261392,399,844015000.00000000000,127798.00000000000,399,430,431,459,410,393,I-21
20469,113.000000,86.000000,57.784644,-173.978473,356,1342330000.00000000000,147574.00000000000,356,436,437,451,404,387,
19016,105.000000,89.000000,57.785608,-172.334156,374,1384210000.00000000000,149425.00000000000,374,433,434,454,407,390,I-24
8851,49.000000,116.000000,57.785955,-160.356650,476,1381970000.00000000000,148837.00000000000,476,414,415,481,426,409,I-13
10121,56.000000,112.000000,57.786054,-161.908285,466,1389020000.00000000000,149121.00000000000,466,417,418,478,423,406,I-10
7944,44.000000,119.000000,57.787862,-159.234434,481,1414540000.00000000000,150630.00000000000,481,412,413,483,428,411,I-15
18108,100.000000,91.000000,57.788272,-171.297743,381,1337650000.00000000000,146671.00000000000,381,432,433,455,408,391,I-23
21014,116.000000,85.000000,57.791385,-174.586964,349,1323730000.00000000000,146595.00000000000,349,437,438,450,403,386,
15566,86.000000,97.000000,57.792245,-168.365889,418,1194320000.00000000000,140278.00000000000,418,427,428,468,413,396,I-18
21559,119.000000,84.000000,57.795474,-175.195622,342,1379970000.00000000000,149416.00000000000,342,438,439,449,402,564,
10484,58.000000,111.000000,57.795755,-162.338292,466,1389020000.00000000000,149121.00000000000,466,417,418,478,423,406,I-10
16837,93.000000,94.000000,57.797955,-169.831889,392,528261000.00000000000,81579.50000000000,392,409,410,0,0,0,JI2120
19561,108.000000,88.000000,57.799516,-172.942289,367,1384420000.00000000000,148950.00000000000,367,434,435,453,406,389,I-25
9214,51.000000,115.000000,57.800434,-160.786209,473,1352100000.00000000000,147594.00000000000,473,415,416,480,425,408,I-12
15203,84.000000,98.000000,57.801121,-167.935756,424,1437810000.00000000000,151680.00000000000,424,426,427,469,414,397,I-01
7400,41.000000,121.000000,57.802125,-158.540891,483,1401940000.00000000000,150165.00000000000,483,411,412,484,429,412,I-16
10847,60.000000,110.000000,57.804131,-162.768495,463,1398080000.00000000000,149886.00000000000,463,418,419,477,422,405,I-09
8307,46.000000,118.000000,57.805792,-159.663574,479,1319580000.00000000000,145564.00000000000,479,413,414,482,427,410,I-14
17745,98.000000,92.000000,57.806174,-170.868595,389,1116880000.00000000000,136804.00000000000,389,431,432,456,409,392,I-22
18653,103.000000,90.000000,57.806694,-171.905529,374,1384210000.00000000000,149425.00000000000,374,433,434,454,407,390,I-24
14840,82.000000,99.000000,57.808673,-167.505446,424,1437810000.00000000000,151680.00000000000,424,426,427,469,414,397,I-01
20106,111.000000,87.000000,57.810774,-173.550808,361,1376980000.00000000000,149104.00000000000,361,435,436,452,405,388,I-26
11210,62.000000,109.000000,57.811181,-163.198866,460,1290860000.00000000000,143443.00000000000,460,419,420,476,421,404,I-08
16474,91.000000,95.000000,57.811346,-169.402082,400,528258000.00000000000,81579.40000000000,400,408,409,0,0,0,JI2019
9577,53.000000,114.000000,57.813590,-161.216067,470,1410550000.00000000000,149970.00000000000,470,416,417,479,424,407,I-11
14477,80.000000,100.000000,57.814897,-167.074985,430,1360080000.00000000000,147639.00000000000,430,425,426,470,415,398,I-02
11573,64.000000,108.000000,57.816904,-163.629375,460,1290860000.00000000000,143443.00000000000,460,419,420,476,421,404,I-08
20651,114.000000,86.000000,57.819378,-174.159632,356,1342330000.00000000000,147574.00000000000,356,436,437,451,404,387,
14114,78.000000,101.000000,57.819795,-166.644404,436,1387120000.00000000000,149159.00000000000,436,421,422,471,416,399,I-03
11936,66.000000,107.000000,57.821301,-164.059995,456,1365640000.00000000000,148122.00000000000,456,420,421,475,420,403,I-07
7763,43.000000,120.000000,57.822186,-158.969864,481,1414540000.00000000000,150630.00000000000,481,412,413,483,428,411,I-15
8670,48.000000,117.000000,57.822402,-160.093087,476,1381970000.00000000000,148837.00000000000,476,414,415,481,426,409,I-13
19198,106.000000,89.000000,57.822468,-172.513839,367,1384420000.00000000000,148950.00000000000,367,434,435,453,406,389,I-25
17382,96.000000,93.000000,57.822754,-170.439073,385,528265000.00000000000,81579.90000000000,385,410,411,0,0,0,JI2221
13751,76.000000,102.000000,57.823366,-166.213731,436,1387120000.00000000000,149159.00000000000,436,421,422,471,416,399,I-03
16111,89.000000,96.000000,57.823414,-168.971999,411,850981000.00000000000,126287.00000000000,411,428,429,465,412,395,I-19
12299,68.000000,106.000000,57.824370,-164.490695,451,1354330000.00000000000,146861.00000000000,451,424,425,474,419,402,I-06
21196,117.000000,85.000000,57.825328,-174.768680,349,1323730000.00000000000,146595.00000000000,349,437,438,450,403,386,
9940,55.000000,113.000000,57.825422,-161.646197,470,1410550000.00000000000,149970.00000000000,470,416,417,479,424,407,I-11
13388,74.000000,103.000000,57.825609,-165.782995,440,1380720000.00000000000,148510.00000000000,440,422,423,472,417,400,I-04
12662,70.000000,105.000000,57.826111,-164.921448,445,1385970000.00000000000,148989.00000000000,445,423,424,473,418,401,I-05
18290,101.000000,91.000000,57.826462,-171.476460,381,1337650000.00000000000,146671.00000000000,381,432,433,455,408,391,I-23
13025,72.000000,104.000000,57.826524,-165.352224,445,1385970000.00000000000,148989.00000000000,445,423,424,473,418,401,I-05
21741,120.000000,84.000000,57.828623,-175.377870,342,1379970000.00000000000,149416.00000000000,342,438,439,449,402,564,
15748,87.000000,97.000000,57.834157,-168.541668,407,528246000.00000000000,81578.40000000000,407,407,408,0,0,0,JI1918
7219,40.000000,122.000000,57.835131,-158.275640,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
19743,109.000000,88.000000,57.835591,-173.122594,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
10303,57.000000,112.000000,57.835929,-162.076569,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
9033,50.000000,116.000000,57.837690,-160.522947,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
17019,94.000000,94.000000,57.838013,-170.009207,392,528261000.00000000000,81579.50000000000,392,409,410,0,0,0,JI2120
8126,45.000000,119.000000,57.840927,-159.399257,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
15385,85.000000,98.000000,57.843574,-168.111118,386,1331590000.00000000000,148581.00000000000,386,395,396,424,385,369,J-18
18835,104.000000,90.000000,57.844103,-172.084908,353,1431110000.00000000000,151580.00000000000,353,401,402,418,379,363,J-24
17927,99.000000,92.000000,57.844910,-171.046977,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
10666,59.000000,111.000000,57.845110,-162.507155,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
20288,112.000000,87.000000,57.846060,-173.731711,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
9396,52.000000,115.000000,57.851655,-160.953124,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
15022,83.000000,99.000000,57.851664,-167.680377,395,1467350000.00000000000,153452.00000000000,395,394,395,425,386,370,J-01
16656,92.000000,95.000000,57.851948,-169.579023,400,528258000.00000000000,81579.40000000000,400,408,409,0,0,0,JI2019
11029,61.000000,110.000000,57.852964,-162.937926,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
20833,115.000000,86.000000,57.853874,-174.341109,335,1381170000.00000000000,149382.00000000000,335,404,405,415,376,360,
7582,42.000000,121.000000,57.856005,-158.704838,454,1440130000.00000000000,152420.00000000000,454,380,381,439,400,384,J-15
8489,47.000000,118.000000,57.858348,-159.829043,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
14659,81.000000,100.000000,57.858426,-167.249475,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
21378,118.000000,85.000000,57.859032,-174.950707,329,1367860000.00000000000,148972.00000000000,329,405,406,414,375,359,
19380,107.000000,89.000000,57.859093,-172.693857,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
11392,63.000000,109.000000,57.859490,-163.368853,431,1315800000.00000000000,145427.00000000000,431,387,388,432,393,377,J-08
21923,121.000000,84.000000,57.861532,-175.560423,321,1410820000.00000000000,151081.00000000000,321,406,407,413,374,331,
17564,97.000000,93.000000,57.862037,-170.617108,385,528265000.00000000000,81579.90000000000,385,410,411,0,0,0,JI2221
14296,79.000000,101.000000,57.863860,-166.818441,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
9759,54.000000,114.000000,57.864294,-161.383590,441,1439140000.00000000000,152108.00000000000,441,384,385,435,396,380,J-11
18472,102.000000,91.000000,57.864419,-171.655521,358,1376120000.00000000000,148963.00000000000,358,400,401,419,380,364,J-23
16293,90.000000,96.000000,57.864559,-169.148551,379,1156030000.00000000000,139260.00000000000,379,396,397,423,384,368,J-19
11755,65.000000,108.000000,57.864688,-163.799909,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
7038,39.000000,123.000000,57.867631,-158.009950,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
13933,77.000000,102.000000,57.867966,-166.387302,405,1438910000.00000000000,151757.00000000000,405,392,393,427,388,372,J-03
12118,67.000000,107.000000,57.868557,-164.231063,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
13570,75.000000,103.000000,57.870743,-165.956088,410,1410750000.00000000000,150261.00000000000,410,390,391,428,389,373,J-04
12481,69.000000,106.000000,57.871098,-164.662287,421,1388350000.00000000000,149071.00000000000,421,388,389,430,391,375,J-06
19925,110.000000,88.000000,57.871429,-173.303226,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
13207,73.000000,104.000000,57.872191,-165.524829,416,1438930000.00000000000,151736.00000000000,416,391,392,429,390,374,J-05
12844,71.000000,105.000000,57.872309,-165.093552,416,1438930000.00000000000,151736.00000000000,416,391,392,429,390,374,J-05
8852,49.000000,117.000000,57.874446,-160.259192,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
7945,44.000000,120.000000,57.875558,-159.134474,454,1440130000.00000000000,152420.00000000000,454,380,381,439,400,384,J-15
10122,56.000000,113.000000,57.875608,-161.814317,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
15930,88.000000,97.000000,57.875843,-168.717818,407,528246000.00000000000,81578.40000000000,407,407,408,0,0,0,JI1918
17201,95.000000,94.000000,57.877842,-170.186882,369,1190310000.00000000000,142386.00000000000,369,398,399,421,382,366,J-21
20470,113.000000,87.000000,57.881109,-173.912935,335,1381170000.00000000000,149382.00000000000,335,404,405,415,376,360,
19017,105.000000,90.000000,57.881278,-172.264624,353,1431110000.00000000000,151580.00000000000,353,401,402,418,379,363,J-24
18109,100.000000,92.000000,57.883416,-171.225708,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
10485,58.000000,112.000000,57.885595,-162.245275,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
15567,86.000000,98.000000,57.885801,-168.286855,386,1331590000.00000000000,148581.00000000000,386,395,396,424,385,369,J-18
21015,116.000000,86.000000,57.888131,-174.522901,329,1367860000.00000000000,148972.00000000000,329,405,406,414,375,359,
9215,51.000000,116.000000,57.889220,-160.689678,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
7401,41.000000,122.000000,57.889318,-158.439362,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
16838,93.000000,95.000000,57.892321,-169.756326,375,1137780000.00000000000,139791.00000000000,375,397,398,422,383,367,J-20
21560,119.000000,85.000000,57.892495,-175.133043,321,1410820000.00000000000,151081.00000000000,321,406,407,413,374,331,
8308,46.000000,119.000000,57.893791,-159.564521,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
10848,60.000000,111.000000,57.894254,-162.676437,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
15204,84.000000,99.000000,57.894431,-167.855689,395,1467350000.00000000000,153452.00000000000,395,394,395,425,386,370,J-01
19562,108.000000,89.000000,57.895482,-172.874206,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
17746,98.000000,93.000000,57.901090,-170.795496,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
11211,62.000000,110.000000,57.901585,-163.107774,431,1315800000.00000000000,145427.00000000000,431,387,388,432,393,377,J-08
14841,82.000000,100.000000,57.901732,-167.424349,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
18654,103.000000,91.000000,57.902143,-171.834925,358,1376120000.00000000000,148963.00000000000,358,400,401,419,380,364,J-23
9578,53.000000,115.000000,57.902669,-161.120470,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
16475,91.000000,96.000000,57.905476,-169.325469,400,528258000.00000000000,81579.40000000000,400,408,409,0,0,0,JI2019
20107,111.000000,88.000000,57.907030,-173.484185,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
11574,64.000000,109.000000,57.907586,-163.539255,431,1315800000.00000000000,145427.00000000000,431,387,388,432,393,377,J-08
14478,80.000000,101.000000,57.907704,-166.992864,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
7764,43.000000,121.000000,57.909685,-158.869231,454,1440130000.00000000000,152420.00000000000,454,380,381,439,400,384,J-15
8671,48.000000,118.000000,57.910700,-159.994951,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
11937,66.000000,108.000000,57.912258,-163.970854,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
14115,78.000000,102.000000,57.912346,-166.561264,405,1438910000.00000000000,151757.00000000000,405,392,393,427,388,372,J-03
9941,55.000000,114.000000,57.914791,-161.551542,441,1439140000.00000000000,152108.00000000000,441,384,385,435,396,380,J-11
12300,68.000000,107.000000,57.915599,-164.402539,421,1388350000.00000000000,149071.00000000000,421,388,389,430,391,375,J-06
13752,76.000000,103.000000,57.915658,-166.129576,410,1410750000.00000000000,150261.00000000000,410,390,391,428,389,373,J-04
20652,114.000000,87.000000,57.915920,-174.094479,335,1381170000.00000000000,149382.00000000000,335,404,405,415,376,360,
16112,89.000000,97.000000,57.917303,-168.894339,379,1156030000.00000000000,139260.00000000000,379,396,397,423,384,368,J-19
17383,96.000000,94.000000,57.917440,-170.364914,369,1190310000.00000000000,142386.00000000000,369,398,399,421,382,366,J-21
12663,70.000000,106.000000,57.917610,-164.834284,421,1388350000.00000000000,149071.00000000000,421,388,389,430,391,375,J-06
13389,74.000000,104.000000,57.917639,-165.697831,410,1410750000.00000000000,150261.00000000000,410,390,391,428,389,373,J-04
19199,106.000000,90.000000,57.918218,-172.444678,353,1431110000.00000000000,151580.00000000000,353,401,402,418,379,363,J-24
13026,72.000000,105.000000,57.918290,-165.266057,416,1438930000.00000000000,151736.00000000000,416,391,392,429,390,374,J-05
18291,101.000000,92.000000,57.921688,-171.404786,358,1376120000.00000000000,148963.00000000000,358,400,401,419,380,364,J-23
7220,40.000000,123.000000,57.922124,-158.173443,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
21197,117.000000,86.000000,57.922149,-174.705007,329,1367860000.00000000000,148972.00000000000,329,405,406,414,375,359,
10304,57.000000,113.000000,57.925585,-161.982863,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
21742,120.000000,85.000000,57.925717,-175.315686,321,1410820000.00000000000,151081.00000000000,321,406,407,413,374,331,
9034,50.000000,117.000000,57.926285,-160.425734,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
15749,87.000000,98.000000,57.927802,-168.462966,386,1331590000.00000000000,148581.00000000000,386,395,396,424,385,369,J-18
8127,45.000000,120.000000,57.928730,-159.299529,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
19744,109.000000,89.000000,57.931635,-173.054887,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
17020,94.000000,95.000000,57.932466,-169.933990,392,528261000.00000000000,81579.50000000000,392,409,410,0,0,0,JI2120
10667,59.000000,112.000000,57.935051,-162.414406,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
15386,85.000000,99.000000,57.936973,-168.031378,395,1467350000.00000000000,153452.00000000000,395,394,395,425,386,370,J-01
18836,104.000000,91.000000,57.939634,-172.014670,353,1431110000.00000000000,151580.00000000000,353,401,402,418,379,363,J-24
17928,99.000000,93.000000,57.939910,-170.974236,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
9397,52.000000,116.000000,57.940544,-160.856843,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
20289,112.000000,88.000000,57.942394,-173.665469,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
11030,61.000000,111.000000,57.943187,-162.846140,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
7583,42.000000,122.000000,57.943305,-158.603533,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
15023,83.000000,100.000000,57.944814,-167.599605,395,1467350000.00000000000,153452.00000000000,395,394,395,425,386,370,J-01
16657,92.000000,96.000000,57.946164,-169.502752,375,1137780000.00000000000,139791.00000000000,375,397,398,422,383,367,J-20
8490,47.000000,119.000000,57.946452,-159.730227,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
11393,63.000000,110.000000,57.949993,-163.278039,431,1315800000.00000000000,145427.00000000000,431,387,388,432,393,377,J-08
20834,115.000000,87.000000,57.950492,-174.276343,335,1381170000.00000000000,149382.00000000000,335,404,405,415,376,360,
14660,81.000000,101.000000,57.951324,-167.167674,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
9760,54.000000,115.000000,57.953476,-161.288248,441,1439140000.00000000000,152108.00000000000,441,384,385,435,396,380,J-11
19381,107.000000,90.000000,57.954922,-172.625068,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
11756,65.000000,109.000000,57.955469,-163.710071,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
21379,118.000000,86.000000,57.955927,-174.887426,329,1367860000.00000000000,148972.00000000000,329,405,406,414,375,359,
14297,79.000000,102.000000,57.956504,-166.735616,405,1438910000.00000000000,151757.00000000000,405,392,393,427,388,372,J-03
17565,97.000000,94.000000,57.956808,-170.543302,369,1190310000.00000000000,142386.00000000000,369,398,399,421,382,366,J-21
16294,90.000000,97.000000,57.958535,-169.071230,379,1156030000.00000000000,139260.00000000000,379,396,397,423,384,368,J-19
21924,121.000000,85.000000,57.958699,-175.498636,321,1410820000.00000000000,151081.00000000000,321,406,407,413,374,331,
12119,67.000000,108.000000,57.959612,-164.142209,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
18473,102.000000,92.000000,57.959728,-171.584210,358,1376120000.00000000000,148963.00000000000,358,400,401,419,380,364,J-23
13934,77.000000,103.000000,57.960352,-166.303458,405,1438910000.00000000000,151757.00000000000,405,392,393,427,388,372,J-03
12482,69.000000,107.000000,57.962424,-164.574423,421,1388350000.00000000000,149071.00000000000,421,388,389,430,391,375,J-06
8853,49.000000,118.000000,57.962849,-160.161298,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
13571,75.000000,104.000000,57.962868,-165.871231,410,1410750000.00000000000,150261.00000000000,410,390,391,428,389,373,J-04
7946,44.000000,121.000000,57.963164,-159.034071,454,1440130000.00000000000,152420.00000000000,454,380,381,439,400,384,J-15
12845,71.000000,106.000000,57.963904,-165.006685,416,1438930000.00000000000,151736.00000000000,416,391,392,429,390,374,J-05
13208,73.000000,105.000000,57.964052,-165.438964,416,1438930000.00000000000,151736.00000000000,416,391,392,429,390,374,J-05
10123,56.000000,114.000000,57.965079,-161.719922,441,1439140000.00000000000,152108.00000000000,441,384,385,435,396,380,J-11
19926,110.000000,89.000000,57.967552,-173.235897,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
15931,88.000000,98.000000,57.969578,-168.639452,386,1331590000.00000000000,148581.00000000000,386,395,396,424,385,369,J-18
17202,95.000000,95.000000,57.972380,-170.112015,369,1190310000.00000000000,142386.00000000000,369,398,399,421,382,366,J-21
10486,58.000000,113.000000,57.975353,-162.151835,437,1443460000.00000000000,151772.00000000000,437,385,386,434,395,379,J-10
7402,41.000000,123.000000,57.976418,-158.337386,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
19018,105.000000,91.000000,57.976889,-172.194756,353,1431110000.00000000000,151580.00000000000,353,401,402,418,379,363,J-24
20471,113.000000,88.000000,57.977520,-173.847077,335,1381170000.00000000000,149382.00000000000,335,404,405,415,376,360,
9216,51.000000,117.000000,57.977919,-160.592712,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
18110,100.000000,93.000000,57.978499,-171.153326,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
15568,86.000000,99.000000,57.979290,-168.207446,386,1331590000.00000000000,148581.00000000000,386,395,396,424,385,369,J-18
8309,46.000000,120.000000,57.981699,-159.465028,450,1371930000.00000000000,147874.00000000000,450,381,382,438,399,383,J-14
10849,60.000000,112.000000,57.984296,-162.583959,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
21016,116.000000,87.000000,57.984824,-174.458524,329,1367860000.00000000000,148972.00000000000,329,405,406,414,375,359,
16839,93.000000,96.000000,57.986624,-169.680401,375,1137780000.00000000000,139791.00000000000,375,397,398,422,383,367,J-20
15205,84.000000,100.000000,57.987672,-167.775242,395,1467350000.00000000000,153452.00000000000,395,394,395,425,386,370,J-01
21561,119.000000,86.000000,57.989464,-175.070156,321,1410820000.00000000000,151081.00000000000,321,406,407,413,374,331,
19563,108.000000,90.000000,57.991391,-172.805792,346,1414650000.00000000000,151360.00000000000,346,402,403,417,378,362,J-25
9579,53.000000,116.000000,57.991661,-161.024442,444,1409530000.00000000000,150267.00000000000,444,383,384,436,397,381,J-12
11212,62.000000,111.000000,57.991908,-163.016264,434,1452200000.00000000000,152128.00000000000,434,386,387,433,394,378,J-09
14842,82.000000,101.000000,57.994722,-167.342870,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
17747,98.000000,94.000000,57.995945,-170.722046,364,1293390000.00000000000,143382.00000000000,364,399,400,420,381,365,J-22
7765,43.000000,122.000000,57.997092,-158.768153,454,1440130000.00000000000,152420.00000000000,454,380,381,439,400,384,J-15
18655,103.000000,92.000000,57.997534,-171.763979,358,1376120000.00000000000,148963.00000000000,358,400,401,419,380,364,J-23
11575,64.000000,110.000000,57.998189,-163.448721,431,1315800000.00000000000,145427.00000000000,431,387,388,432,393,377,J-08
8672,48.000000,119.000000,57.998909,-159.896375,448,1417090000.00000000000,151028.00000000000,448,382,383,437,398,382,J-13
16476,91.000000,97.000000,57.999540,-169.248490,379,1156030000.00000000000,139260.00000000000,379,396,397,423,384,368,J-19
14479,80.000000,102.000000,58.000440,-166.910357,401,1402220000.00000000000,149846.00000000000,401,393,394,426,387,371,J-02
11938,66.000000,109.000000,58.003137,-163.881301,426,1396620000.00000000000,149668.00000000000,426,389,390,431,392,376,J-07
20108,111.000000,89.000000,58.003231,-173.417237,340,1430640000.00000000000,151699.00000000000,340,403,404,416,377,361,J-26
9942,55.000000,115.000000,58.004075,-161.456458,441,1439140000.00000000000,152108.00000000000,441,384,385,435,396,380,J-11
14116,78.000000,103.000000,58.004825,-166.477733,405,1438910000.00000000000,151757.00000000000,405,392,393,427,388,372,J-03
12301,68.000000,108.000000,58.006751,-164.313976,421,1388350000.00000000000,149071.00000000000,421,388,389,430,391,375,J-06
13753,76.000000,104.000000,58.007877,-166.045028,410,1410750000.00000000000,150261.00000000000,410,390,391,428,389,373,J-04
7221,40.000000,124.000000,58.009023,-158.070795,455,1431210000.00000000000,151686.00000000000,455,379,380,440,401,385,J-16
