FID_ROMS_r,eta_rho,xi_rho,lat_DD,lon_DD,FID_polygo,AREA,PERIMETER,EBS_BLOCKS,EBS_BLOC_1,EBSGRID_AL,EBSGRID__1,STATION_GR,STATION__1,STATION_ID
15965,88.000000,132.000000,61.113091,-165.735588,217,1410550000.00000000000,150112.00000000000,217,157,158,180,181,173,
22865,126.000000,116.000000,61.115667,-174.406235,156,1414530000.00000000000,150998.00000000000,156,169,170,168,169,161,S-26
26862,148.000000,109.000000,61.116151,-179.259572,108,1419600000.00000000000,152218.00000000000,108,176,177,161,162,24,
25045,138.000000,112.000000,61.117279,-177.065058,131,1404650000.00000000000,150906.00000000000,131,173,174,164,165,157,S-30
18325,101.000000,126.000000,61.120026,-168.745191,199,1433770000.00000000000,151404.00000000000,199,161,162,176,177,169,
23410,129.000000,115.000000,61.120373,-175.070865,150,1395080000.00000000000,149968.00000000000,150,170,171,167,168,160,S-27
21412,118.000000,119.000000,61.120725,-172.610294,166,1417150000.00000000000,151131.00000000000,166,167,168,170,171,163,S-24
19596,108.000000,123.000000,61.121035,-170.346141,188,1414080000.00000000000,150429.00000000000,188,163,164,174,175,167,
24500,135.000000,113.000000,61.121179,-176.400383,138,1412910000.00000000000,150980.00000000000,138,172,173,165,166,158,S-29
23955,132.000000,114.000000,61.122210,-175.735616,143,1380440000.00000000000,149518.00000000000,143,171,172,166,167,159,S-28
20504,113.000000,121.000000,61.125039,-171.478222,179,1352400000.00000000000,147368.00000000000,179,165,166,172,173,165,S-22
26317,145.000000,110.000000,61.129516,-178.595357,116,1414540000.00000000000,151592.00000000000,116,175,176,162,163,155,
17962,99.000000,127.000000,61.129907,-168.275532,202,1425710000.00000000000,151221.00000000000,202,160,161,177,178,170,
21957,121.000000,118.000000,61.133177,-173.274660,161,1410240000.00000000000,150550.00000000000,161,168,169,169,170,162,S-25
19233,106.000000,124.000000,61.135793,-169.876985,188,1414080000.00000000000,150429.00000000000,188,163,164,174,175,167,
17599,97.000000,128.000000,61.138355,-167.805632,202,1425710000.00000000000,151221.00000000000,202,160,161,177,178,170,
25772,142.000000,111.000000,61.140016,-177.930701,122,1390070000.00000000000,149948.00000000000,122,174,175,163,164,156,S-31
21049,116.000000,120.000000,61.142370,-172.142244,173,1388560000.00000000000,149361.00000000000,173,166,167,171,172,164,S-23
22502,124.000000,117.000000,61.142762,-173.939435,156,1414530000.00000000000,150998.00000000000,156,169,170,168,169,161,S-26
20141,111.000000,122.000000,61.143242,-171.009511,185,1471850000.00000000000,153884.00000000000,185,164,165,173,174,166,
17236,95.000000,129.000000,61.145370,-167.335530,206,1400650000.00000000000,149759.00000000000,206,159,160,178,179,171,
25227,139.000000,112.000000,61.147648,-177.265710,131,1404650000.00000000000,150906.00000000000,131,173,174,164,165,157,S-30
18870,104.000000,125.000000,61.149121,-169.407463,194,1404130000.00000000000,150026.00000000000,194,162,163,175,176,168,
23047,127.000000,116.000000,61.149479,-174.604511,156,1414530000.00000000000,150998.00000000000,156,169,170,168,169,161,S-26
16873,93.000000,130.000000,61.150951,-166.865264,213,1416290000.00000000000,150719.00000000000,213,158,159,179,180,172,
24682,136.000000,113.000000,61.152412,-176.600489,138,1412910000.00000000000,150980.00000000000,138,172,173,165,166,158,S-29
23592,130.000000,115.000000,61.153327,-175.269783,150,1395080000.00000000000,149968.00000000000,150,170,171,167,168,160,S-27
24137,133.000000,114.000000,61.154305,-175.935144,143,1380440000.00000000000,149518.00000000000,143,171,172,166,167,159,S-28
16510,91.000000,131.000000,61.155097,-166.394870,213,1416290000.00000000000,150719.00000000000,213,158,159,179,180,172,
21594,119.000000,119.000000,61.156838,-172.806855,166,1417150000.00000000000,151131.00000000000,166,167,168,170,171,163,S-24
16147,89.000000,132.000000,61.157808,-165.924386,217,1410550000.00000000000,150112.00000000000,217,157,158,180,181,173,
26499,146.000000,110.000000,61.157885,-178.797324,108,1419600000.00000000000,152218.00000000000,108,176,177,161,162,24,
19778,109.000000,123.000000,61.160018,-170.540343,185,1471850000.00000000000,153884.00000000000,185,164,165,173,174,166,
18507,102.000000,126.000000,61.161018,-168.937610,199,1433770000.00000000000,151404.00000000000,199,161,162,176,177,169,
20686,114.000000,121.000000,61.162591,-171.673649,179,1352400000.00000000000,147368.00000000000,179,165,166,172,173,165,S-22
22139,122.000000,118.000000,61.168438,-173.471948,161,1410240000.00000000000,150550.00000000000,161,168,169,169,170,162,S-25
25954,143.000000,111.000000,61.169253,-178.132196,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
18144,100.000000,127.000000,61.171483,-168.467464,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
19415,107.000000,124.000000,61.175365,-170.070756,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
22684,125.000000,117.000000,61.177170,-174.137418,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
25409,140.000000,112.000000,61.177752,-177.466700,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
21231,117.000000,120.000000,61.179076,-172.338451,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
17781,98.000000,128.000000,61.180514,-167.997063,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
20323,112.000000,122.000000,61.181385,-171.204545,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
23229,128.000000,116.000000,61.183031,-174.803160,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24864,137.000000,113.000000,61.183381,-176.800942,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
26681,147.000000,110.000000,61.185985,-178.999609,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
23774,131.000000,115.000000,61.186020,-175.469065,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
24319,134.000000,114.000000,61.186137,-176.135028,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
17418,96.000000,129.000000,61.188111,-167.526444,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
19052,105.000000,125.000000,61.189280,-169.600785,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
21776,120.000000,119.000000,61.192694,-173.003811,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
17055,94.000000,130.000000,61.194272,-167.055644,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
26136,144.000000,111.000000,61.198223,-178.334019,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
19960,110.000000,123.000000,61.198751,-170.734967,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
16692,92.000000,131.000000,61.198997,-166.584702,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
20868,115.000000,121.000000,61.199889,-171.869485,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
18689,103.000000,126.000000,61.201764,-169.130467,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
16329,90.000000,132.000000,61.202286,-166.113654,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
22321,123.000000,118.000000,61.203443,-173.669623,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
15966,88.000000,133.000000,61.204139,-165.642538,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
25591,141.000000,112.000000,61.207590,-177.668027,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
22866,126.000000,117.000000,61.211320,-174.335781,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
18326,101.000000,127.000000,61.212814,-168.659841,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
26863,148.000000,110.000000,61.213817,-179.202210,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
25046,138.000000,113.000000,61.214085,-177.001740,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
19597,108.000000,124.000000,61.214687,-170.264952,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
21413,118.000000,120.000000,61.215526,-172.535058,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
23411,129.000000,116.000000,61.216323,-175.002179,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24501,135.000000,114.000000,61.217706,-176.335265,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
23956,132.000000,115.000000,61.218452,-175.668709,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
20505,113.000000,122.000000,61.219275,-171.399992,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
17963,99.000000,128.000000,61.222429,-168.188944,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
26318,145.000000,111.000000,61.226926,-178.536166,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
21958,121.000000,119.000000,61.228294,-173.201160,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
19234,106.000000,125.000000,61.229191,-169.794539,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
17600,97.000000,129.000000,61.230608,-167.717812,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
21050,116.000000,121.000000,61.236933,-172.065726,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
25773,142.000000,112.000000,61.237162,-177.869687,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
20142,111.000000,123.000000,61.237232,-170.930010,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
17237,95.000000,130.000000,61.237351,-167.246484,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
22503,124.000000,118.000000,61.238189,-173.867683,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
27045,149.000000,110.000000,61.241379,-179.405124,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
18871,104.000000,126.000000,61.242261,-169.323762,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
16874,93.000000,131.000000,61.242657,-166.774998,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
25228,139.000000,113.000000,61.244525,-177.202881,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
23048,127.000000,117.000000,61.245209,-174.534521,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
16511,91.000000,132.000000,61.246524,-166.303390,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
16148,89.000000,133.000000,61.248954,-165.831700,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
24683,136.000000,114.000000,61.249011,-176.535854,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
23593,130.000000,116.000000,61.249354,-175.201567,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24138,133.000000,115.000000,61.250621,-175.868714,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
21595,119.000000,120.000000,61.251721,-172.732064,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
19779,109.000000,124.000000,61.253758,-170.459575,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
18508,102.000000,127.000000,61.253898,-168.852661,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
26500,146.000000,111.000000,61.255360,-178.738636,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
20687,114.000000,122.000000,61.256912,-171.595852,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
22140,122.000000,119.000000,61.263637,-173.398900,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
18145,100.000000,128.000000,61.264098,-168.381272,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
25955,143.000000,112.000000,61.266468,-178.071680,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
19416,107.000000,125.000000,61.268852,-169.988724,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
22685,125.000000,118.000000,61.272676,-174.066126,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
17782,98.000000,129.000000,61.272861,-167.909634,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
21232,117.000000,121.000000,61.273723,-172.262373,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
25410,140.000000,113.000000,61.274699,-177.404363,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
20324,112.000000,123.000000,61.275461,-171.125471,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
23230,128.000000,117.000000,61.278839,-174.733635,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24865,137.000000,114.000000,61.280053,-176.736793,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
17419,96.000000,130.000000,61.280187,-167.437783,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
23775,131.000000,116.000000,61.282123,-175.401322,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
19053,105.000000,126.000000,61.282511,-169.517494,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
24320,134.000000,115.000000,61.282527,-176.069077,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
26682,147.000000,111.000000,61.283527,-178.941426,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
17056,94.000000,131.000000,61.286074,-166.965757,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
21777,120.000000,120.000000,61.287660,-172.929468,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
16693,92.000000,132.000000,61.290522,-166.493596,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
19961,110.000000,124.000000,61.292578,-170.654621,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
16330,90.000000,133.000000,61.293530,-166.021335,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
20869,115.000000,122.000000,61.294295,-171.792123,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
18690,103.000000,127.000000,61.294734,-169.045923,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
26137,144.000000,112.000000,61.295506,-178.274002,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
22322,123.000000,119.000000,61.298721,-173.597029,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
25592,141.000000,113.000000,61.304607,-177.606184,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
18327,101.000000,128.000000,61.305521,-168.574048,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
22867,126.000000,118.000000,61.306904,-174.264951,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
19598,108.000000,125.000000,61.308262,-170.183338,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
21414,118.000000,121.000000,61.310256,-172.459424,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
25047,138.000000,114.000000,61.310829,-176.938079,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
26864,148.000000,111.000000,61.311424,-179.144535,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
23412,129.000000,117.000000,61.312207,-174.933124,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
20506,113.000000,123.000000,61.313437,-171.321349,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
24502,135.000000,115.000000,61.314170,-176.269796,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
23957,132.000000,116.000000,61.314629,-175.601442,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
17964,99.000000,129.000000,61.314869,-168.101908,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
19235,106.000000,126.000000,61.322511,-169.711661,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
17601,97.000000,130.000000,61.322778,-167.629539,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
21959,121.000000,120.000000,61.323341,-173.127268,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
26319,145.000000,112.000000,61.324276,-178.476652,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
17238,95.000000,131.000000,61.329248,-167.156980,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
20143,111.000000,124.000000,61.331147,-170.850090,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
21051,116.000000,122.000000,61.331424,-171.988803,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
22504,124.000000,119.000000,61.333547,-173.795547,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
25774,142.000000,113.000000,61.334248,-177.808341,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
16875,93.000000,132.000000,61.334277,-166.684268,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
18872,104.000000,127.000000,61.335323,-169.239626,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
16512,91.000000,133.000000,61.337865,-166.211443,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
27046,149.000000,111.000000,61.339052,-179.347959,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
16149,89.000000,134.000000,61.340012,-165.738542,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
23049,127.000000,118.000000,61.340872,-174.464155,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
25229,139.000000,114.000000,61.341339,-177.139711,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
23594,130.000000,117.000000,61.345314,-175.132984,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24684,136.000000,115.000000,61.345548,-176.470870,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
21596,119.000000,121.000000,61.346534,-172.656876,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
18509,102.000000,128.000000,61.346696,-168.767270,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
24139,133.000000,116.000000,61.346873,-175.801925,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
19780,109.000000,125.000000,61.347422,-170.378382,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
20688,114.000000,123.000000,61.351160,-171.517643,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
26501,146.000000,112.000000,61.352777,-178.679627,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
18146,100.000000,129.000000,61.356631,-168.294633,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
22141,122.000000,120.000000,61.358765,-173.325461,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
19417,107.000000,126.000000,61.362261,-169.906262,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
25956,143.000000,113.000000,61.363622,-178.010833,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
17783,98.000000,130.000000,61.365125,-167.821752,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
22686,125.000000,119.000000,61.368114,-173.994451,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
21233,117.000000,122.000000,61.368297,-172.185892,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
20325,112.000000,124.000000,61.369462,-171.045980,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
25411,140.000000,114.000000,61.371584,-177.341687,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
17420,96.000000,131.000000,61.372179,-167.348664,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
23231,128.000000,118.000000,61.374579,-174.663738,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
19054,105.000000,127.000000,61.375662,-169.433768,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
24866,137.000000,115.000000,61.376662,-176.672296,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
17057,94.000000,132.000000,61.377790,-166.875408,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
23776,131.000000,117.000000,61.378159,-175.333213,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24321,134.000000,116.000000,61.378853,-176.002769,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
26683,147.000000,112.000000,61.381010,-178.882925,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
16694,92.000000,133.000000,61.381959,-166.402022,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
21778,120.000000,121.000000,61.382555,-172.854729,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
16331,90.000000,134.000000,61.384685,-165.928545,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
19962,110.000000,125.000000,61.386330,-170.573852,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
18691,103.000000,128.000000,61.387624,-168.960938,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
20870,115.000000,123.000000,61.388628,-171.714351,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
26138,144.000000,113.000000,61.392728,-178.213658,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
22323,123.000000,120.000000,61.393930,-173.524048,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
18328,101.000000,129.000000,61.398146,-168.487809,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
25593,141.000000,114.000000,61.401562,-177.544004,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
19599,108.000000,126.000000,61.401760,-170.101296,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
22868,126.000000,119.000000,61.402421,-174.193740,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
21415,118.000000,122.000000,61.404914,-172.383387,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
17965,99.000000,130.000000,61.407227,-168.014420,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
25048,138.000000,115.000000,61.407510,-176.874073,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
20507,113.000000,124.000000,61.407525,-171.242291,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
23413,129.000000,118.000000,61.408025,-174.863697,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
26865,148.000000,112.000000,61.408973,-179.086544,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
24503,135.000000,116.000000,61.410570,-176.203972,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
23958,132.000000,117.000000,61.410741,-175.533811,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
17602,97.000000,131.000000,61.414865,-167.540809,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
19236,106.000000,127.000000,61.415752,-169.628349,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
21960,121.000000,121.000000,61.418318,-173.052981,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
17239,95.000000,132.000000,61.421060,-167.067013,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
26320,145.000000,113.000000,61.421566,-178.416812,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
20144,111.000000,125.000000,61.424986,-170.769749,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
16876,93.000000,133.000000,61.425811,-166.593072,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
21052,116.000000,123.000000,61.425841,-171.911472,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
18873,104.000000,128.000000,61.428304,-169.155049,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
22505,124.000000,120.000000,61.428836,-173.723026,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
16513,91.000000,134.000000,61.429118,-166.119024,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
16150,89.000000,135.000000,61.430981,-165.644907,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
25775,142.000000,114.000000,61.431273,-177.746661,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
23050,127.000000,119.000000,61.436467,-174.393412,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
27047,149.000000,112.000000,61.436665,-179.290481,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
25230,139.000000,115.000000,61.438091,-177.076198,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
18510,102.000000,129.000000,61.439414,-168.681435,180,1378260000.00000000000,148593.00000000000,180,141,142,156,157,150,
19781,109.000000,126.000000,61.441009,-170.296761,169,1359110000.00000000000,147760.00000000000,169,143,144,154,155,148,
23595,130.000000,118.000000,61.441209,-175.064031,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
21597,119.000000,122.000000,61.441275,-172.581288,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
24685,136.000000,116.000000,61.442021,-176.405533,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
24140,133.000000,117.000000,61.443060,-175.734774,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
20689,114.000000,124.000000,61.445333,-171.439020,159,1310890000.00000000000,144878.00000000000,159,145,146,152,153,146,
18147,100.000000,130.000000,61.449082,-168.207543,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
26502,146.000000,113.000000,61.450134,-178.620294,96,1373180000.00000000000,149046.00000000000,96,155,156,142,143,136,
22142,122.000000,121.000000,61.453823,-173.251631,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
19418,107.000000,127.000000,61.455592,-169.823367,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
17784,98.000000,131.000000,61.457306,-167.733414,182,1391800000.00000000000,149207.00000000000,182,140,141,157,158,151,
25957,143.000000,114.000000,61.460715,-177.949654,102,1338830000.00000000000,147351.00000000000,102,154,155,143,144,137,
21234,117.000000,123.000000,61.462798,-172.109004,153,1338390000.00000000000,146804.00000000000,153,146,147,151,152,145,
20326,112.000000,125.000000,61.463388,-170.966070,165,1437870000.00000000000,152047.00000000000,165,144,145,153,154,147,
22687,125.000000,120.000000,61.463483,-173.922392,141,1369920000.00000000000,148454.00000000000,141,148,149,149,150,143,T-25
17421,96.000000,132.000000,61.464086,-167.259084,186,1347310000.00000000000,146973.00000000000,186,139,140,158,159,152,
27229,150.000000,112.000000,61.464088,-179.494734,88,1367850000.00000000000,149603.00000000000,88,156,157,141,142,555,
25412,140.000000,115.000000,61.468407,-177.278670,110,1368620000.00000000000,148791.00000000000,110,153,154,144,145,138,T-30
19055,105.000000,128.000000,61.468734,-169.349603,174,1366920000.00000000000,147889.00000000000,174,142,143,155,156,149,
17058,94.000000,133.000000,61.469421,-166.784593,192,1377770000.00000000000,148490.00000000000,192,138,139,159,160,153,
23232,128.000000,119.000000,61.470252,-174.593464,136,1360030000.00000000000,148145.00000000000,136,149,150,148,149,142,T-26
24867,137.000000,116.000000,61.473207,-176.607449,118,1371430000.00000000000,148734.00000000000,118,152,153,145,146,139,T-29
16695,92.000000,134.000000,61.473310,-166.309978,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
23777,131.000000,118.000000,61.474130,-175.264737,130,1354430000.00000000000,147739.00000000000,130,150,151,147,148,141,T-27
24322,134.000000,117.000000,61.475115,-175.936102,124,1340670000.00000000000,147290.00000000000,124,151,152,146,147,140,T-28
16332,90.000000,135.000000,61.475753,-165.835279,195,1358430000.00000000000,147437.00000000000,195,137,138,160,161,154,
21779,120.000000,122.000000,61.477378,-172.779592,147,1376850000.00000000000,148623.00000000000,147,147,148,150,151,144,
